Exon mobile;Equity;#Shares;100000;
05/10/2009;66,79;67,78;66,11;67,58
06/10/2009;68,01;69,1;67,78;68,66
07/10/2009;68,48;68,93;67,96;68,67
08/10/2009;68,97;69,3;68,7;69,05
09/10/2009;68,96;69,27;68,63;69,27
12/10/2009;69,51;70,5;69,44;70,13
13/10/2009;70,25;70,39;69,52;70,26
14/10/2009;70,84;71,88;70,75;71,84
15/10/2009;71,51;73;71,51;72,94
16/10/2009;72,73;73,35;72,31;73,12
19/10/2009;73,15;73,97;73;73,62
20/10/2009;73,38;73,54;72,36;73,02
21/10/2009;72,65;74,3;72,51;73,31
22/10/2009;73,02;74,65;73,01;74,44
23/10/2009;74,33;74,33;72,97;73,57
26/10/2009;73,81;74,92;73,13;73,23
27/10/2009;73,3;75;73,3;74,91
28/10/2009;74,52;74,96;73,84;73,84
29/10/2009;72,57;74;72,1;73,96
30/10/2009;73,37;73,82;71,05;71,67
02/11/2009;72,05;72,85;71,16;72,15
03/11/2009;71,32;72,3;71,16;71,74
04/11/2009;72,07;72,53;71,04;71,3
05/11/2009;71,95;72,75;71,58;72,5
06/11/2009;71,82;72,69;71,5;72,58
09/11/2009;72,96;73,17;72,45;72,85
10/11/2009;72,46;73,23;72,45;72,61
11/11/2009;73,04;73,43;72,53;72,91
12/11/2009;72,68;73,05;71,71;71,9
13/11/2009;72,05;73,16;71,73;72,47
16/11/2009;73,65;74,669998;73,33;74,43
17/11/2009;74,730003;75,16;74,49;75,03
18/11/2009;75,25;75,4;74,71;75,27
19/11/2009;74,77;74,9;74,05;74,65
20/11/2009;74,38;74,81;74,03;74,38
23/11/2009;75,44;75,9643;75,32;75,7
24/11/2009;75,7;75,99;74,8;75,97
25/11/2009;76;76,54;75,66;76,47
27/11/2009;74,65;75,38;74,35;74,87
30/11/2009;74,49;75,35;74,35;75,07
01/12/2009;76;76,24;75,29;76,04
02/12/2009;75,97;76,3;75,35;75,79
03/12/2009;75,58;75,76;74,91;74,99
04/12/2009;75,69;75,97;73,91;74,25
07/12/2009;73,95;74,72;73,59;73,77
08/12/2009;73,47;73,5;72,41;72,95
09/12/2009;73;73,55;72,1;72,79
10/12/2009;73,32;73,56;72,21;72,4
11/12/2009;72,89;73,15;72,32;72,83
14/12/2009;70,8;71,3;69,28;69,69
15/12/2009;69,97;70,11;68,82;69,17
16/12/2009;69,58;69,6;68,419998;68,43
17/12/2009;68,36;68,8645;68,13;68,22
18/12/2009;68,56;68,8;67,64;68,21
21/12/2009;68,47;68,7467;68,22;68,51
22/12/2009;68,62;69,211;68,5;68,57
23/12/2009;68,75;68,78;68,2;68,26
24/12/2009;68,35;68,75;68,16;68,66
28/12/2009;69,08;69,12;68,74;69,08
29/12/2009;69,28;69,4;68,8;68,84
30/12/2009;68,71;68,96;68,39;68,77
31/12/2009;68,84;68,86;68,11;68,19
04/01/2010;68,72;69,26;68,19;69,15
05/01/2010;69,19;69,45;68,8;69,42
06/01/2010;69,45;70,6;69,34;70,02
07/01/2010;69,9;70,06;69,415001;69,8
08/01/2010;69,69;69,75;69,22;69,52
11/01/2010;69,94;70,52;69,65;70,3
12/01/2010;69,72;69,99;69,52;69,95
13/01/2010;69,96;70,04;69,26;69,67
14/01/2010;69,54;69,74;69,35;69,68
15/01/2010;69,65;69,69;68,65;69,11
19/01/2010;68,74;69,35;68,42;69,27
20/01/2010;68,56;68,66;67,9325;68,03
21/01/2010;68,12;68,15;66,5;66,7
22/01/2010;66,52;67,14;66;66,1
25/01/2010;66,55;66,76;65,69;65,85
26/01/2010;65,64;66,74;65,5;65,92
27/01/2010;65,66;66,06;65;65,54
28/01/2010;65,85;65,85;64,57;64,96
29/01/2010;65,15;65,82;64,02;64,43
01/02/2010;65,77;66,41;65,35;66,18
02/02/2010;66,73;67,12;66,47;66,96
03/02/2010;66,88;67,23;66,56;66,6
04/02/2010;66,27;66,35;64,68;64,72
05/02/2010;64,7;64,9;63,56;64,8
08/02/2010;64,91;65,49;64,34;64,35
09/02/2010;65,11;65,71;64,56;65,2
10/02/2010;65,08;65,22;64,16;64,85
11/02/2010;64,69;65,48;64,41;65,24
12/02/2010;64,62;65,14;64,28;64,8
16/02/2010;65,44;66,38;65,08;66,28
17/02/2010;66,34;66,45;65,57;65,76
18/02/2010;65,8;66,09;65,35;65,96
19/02/2010;65,59;66,24;65,43;65,87
22/02/2010;66,1;66,12;65,25;65,4
23/02/2010;65,26;65,56;64,15;64,94
24/02/2010;65,01;65,8667;64,77;65,55
25/02/2010;64,61;65,17;64,37;65,14
26/02/2010;65,26;65,4;64,92;65
01/03/2010;65,36;65,54;65,09;65,4
02/03/2010;65,66;65,79;65,15;65,49
03/03/2010;65,77;65,97;65,38;65,43
04/03/2010;65,35;65,63;65,08;65,4
05/03/2010;65,96;66,52;65,78;66,47
08/03/2010;66,77;66,79;66,23;66,48
09/03/2010;66,32;67,19;66,22;66,78
10/03/2010;67,16;67,415;66,78;67,22
11/03/2010;67,39;67,56;66,98;67,22
12/03/2010;67,58;67,58;66,5;66,8
15/03/2010;66,67;66,69;65,9;66,3
16/03/2010;66,55;66,68;66;66,57
17/03/2010;66,91;67,79;66,8;67,36
18/03/2010;67,5;67,74;67,01;67,39
19/03/2010;67,84;67,89;66,43;67,04
22/03/2010;66,49;67,2;66,32;66,97
23/03/2010;66,94;66,98;66,45;66,95
24/03/2010;66,57;66,86;66,23;66,5
25/03/2010;66,81;66,92;66,24;66,3
26/03/2010;66,44;66,88;66,17;66,54
29/03/2010;66,66;67,48;66,59;67,3
30/03/2010;67,19;67,3;66,790001;67,05
31/03/2010;66,940002;67,19;66,6;66,98
01/04/2010;67,27;67,8;67,19;67,61
05/04/2010;67,84;68,36;67,72;68,19
06/04/2010;67,99;68,35;67,8;67,9
07/04/2010;67,83;67,85;66,97;67,34
08/04/2010;67,01;68,224998;66,85;67,86
09/04/2010;68,11;68,98;68,07;68,76
12/04/2010;68,8;69,05;68,58;68,71
13/04/2010;68,47;68,76;68,07;68,66
14/04/2010;68,72;68,82;68,36;68,61
15/04/2010;68,5;68,72;68,15;68,26
16/04/2010;68,120003;68,7;67,71;67,93
19/04/2010;67,75;68,44;67,57;68,23
20/04/2010;68,62;69,22;68,5;68,97
21/04/2010;69;69,43;68,57;68,92
22/04/2010;68,52;68,73;68,22;68,56
23/04/2010;68,5;69,269997;68,18;69,24
26/04/2010;69,03;69,53;68,93;69,29
27/04/2010;69,01;70;68,2;68,27
28/04/2010;68,87;69,54;68,61;69,19
29/04/2010;68,45;69,66;68,24;68,66
30/04/2010;68,9;69,31;67,73;67,77
03/05/2010;68,11;68,22;67,18;67,84
04/05/2010;67,15;67,26;66;66,47
05/05/2010;65,94;66,94;65,83;66,17
06/05/2010;65,79;66,23;58,46;63,89
07/05/2010;64,5;64,92;63,23;63,7
10/05/2010;65,42;65,75;64,52;65,23
11/05/2010;64,62;65;64,23;64,46
12/05/2010;64,64;65,34;64,5;64,91
13/05/2010;64,87;65,27;64,32;64,74
14/05/2010;64,5;64,73;62,91;63,6
17/05/2010;63,74;63,88;62,26;63,27
18/05/2010;64,05;64,27;62,42;62,79
19/05/2010;62,46;62,94;62;62,45
20/05/2010;61,47;61,68;60,21;60,33
21/05/2010;59,16;60,95;59,16;60,88
24/05/2010;60,74;61;60,13;60,19
25/05/2010;58,99;59,78;58,46;59,71
26/05/2010;60,08;60,46;59,12;59,31
27/05/2010;60,5;61,55;60,1;61,46
28/05/2010;61,21;61,67;60,28;60,46
01/06/2010;60,38;60,86;59,14;59,25
02/06/2010;59,51;60,8;59,233;60,77
03/06/2010;61,23;62,01;60,6;61,56
04/06/2010;60,74;61,05;59,2895;59,525
07/06/2010;59,98;60,41;59,2;59,3
08/06/2010;59,62;61,44;59,38;61,24
09/06/2010;61,58;61,6;59,82;60,03
10/06/2010;61,5;62;61,16;61,89
11/06/2010;61,68;61,92;61,18;61,86
14/06/2010;62,06;62,46;61,32;61,37
15/06/2010;61,89;62,57;61,49;62,51
16/06/2010;61,97;62,62;61,9;62,51
17/06/2010;62,42;62,7;61,95;62,6
18/06/2010;62,78;63,37;62,4;63,1
21/06/2010;64,099998;64,5;62,85;63,13
22/06/2010;63,13;63,2;61,79;61,94
23/06/2010;61,71;62,26;60,9;61,1
24/06/2010;60,82;61,2;59,87;60,07
25/06/2010;60,15;60,24;59,1;59,1
28/06/2010;59,31;59,39;58,47;58,47
29/06/2010;58;58,09;57;57,29
30/06/2010;57,33;57,73;56,92;57,07
01/07/2010;56,98;57,27;56,17;56,61
02/07/2010;56,85;56,99;55,94;56,57
06/07/2010;57,17;57,59;56,77;57,46
07/07/2010;57,37;58,45;57,26;58,43
08/07/2010;59,13;59,2;58,13;58,81
09/07/2010;58,76;59,01;58,3;58,78
12/07/2010;58,29;58,94;58,2;58,94
13/07/2010;59,6;59,72;59,04;59,42
14/07/2010;59,22;59,34;58,62;59,26
15/07/2010;59,36;59,49;58,59;59,27
16/07/2010;58,84;59,11;57,81;57,96
19/07/2010;58,33;58,74;58,1;58,43
20/07/2010;57,68;58,99;57,67;58,95
21/07/2010;59,13;59,13;57,6;58,17
22/07/2010;58,71;59,79;58,66;59,38
23/07/2010;59,26;59,81;58,8;59,72
26/07/2010;59,7;60,44;59,63;60,39
27/07/2010;60,62;60,9;60,39;60,81
28/07/2010;60,73;61,27;60,73;60,91
29/07/2010;61,42;61,88;60,29;60,34
30/07/2010;60,15;60,509998;59,5978;59,68
02/08/2010;60,64;62,04;60,61;61,94
03/08/2010;61,98;62,99;61,88;62,72
04/08/2010;62,86;62,889999;62,27;62,72
05/08/2010;62,28;62,71;61,85;62,71
06/08/2010;61,919998;62,5;61,25;61,97
09/08/2010;62,56;62,67;62,18;62,45
10/08/2010;61,85;62,17;61,45;61,93
11/08/2010;60,55;60,66;60,2;60,39
12/08/2010;59,7;60,56;59,560001;60,23
13/08/2010;59,96;60,45;59,8;59,91
16/08/2010;59,6;60,25;59,25;59,88
17/08/2010;60,49;61,16;60,139999;60,82
18/08/2010;60,67;60,72;59,63;60,15
19/08/2010;59,93;60,06;58,9;59,29
20/08/2010;59,02;59,07;58,55;58,89
23/08/2010;58,97;60,05;58,9;59,5
24/08/2010;58,96;59,450001;58,79;58,94
25/08/2010;58,69;59,4;58,42;58,91
26/08/2010;59,36;59,5;58,33;58,48
27/08/2010;58,72;59,96;58,05;59,8
30/08/2010;59,56;59,9;58,959999;59
31/08/2010;58,75;59,540001;58,5;59,11
01/09/2010;60,04;60,96;59,72;60,91
02/09/2010;60,49;61,06;60,3675;61,06
03/09/2010;61,2;61,6;60,75;61,32
07/09/2010;60,89;61,07;60,45;60,55
08/09/2010;60,66;61,26;60,63;60,75
09/09/2010;61,5;61,59;60,91;61,05
10/09/2010;61,38;61,48;60,95;61,2
13/09/2010;61,39;61,52;60,54;61
14/09/2010;60,84;61,34;60,75;61,01
15/09/2010;60,76;61,03;60,36;61
16/09/2010;60,85;60,99;60,45;60,97
17/09/2010;61,19;61,3;60,63;60,78
20/09/2010;61,04;61,82;60,95;61,55
21/09/2010;61,65;61,9;61,25;61,54
22/09/2010;61,56;62;61,41;61,45
23/09/2010;60,99;61,57;60,9;61,15
24/09/2010;61,51;62,13;61,36;61,75
27/09/2010;61,99;62,0768;61,68;61,71
28/09/2010;61,63;62,26;61,27;62,06
29/09/2010;61,77;62,02;61,27;61,59
30/09/2010;61,95;62,44;61,47;61,79
01/10/2010;62,32;62,58;61,8;62,54
04/10/2010;62,52;62,73;61,84;62,19
05/10/2010;62,59;63,4;62,43;63,26
06/10/2010;63,18;63,94;63,18;63,94
07/10/2010;63,96;64;63,37;63,85
08/10/2010;63,81;64,53;63,63;64,38
11/10/2010;64,36;64,81;64,31;64,55
12/10/2010;64,31;64,885;63,93;64,7
13/10/2010;64,84;65,2917;64,57;65,04
14/10/2010;65,05;65,45;64,87;65,3
15/10/2010;65,64;65,65;64,82;65,19
18/10/2010;65,19;66,54;65,03;66,28
19/10/2010;65,59;66,0401;64,5901;65,12
20/10/2010;65,47;66,395;65,35;66,01
21/10/2010;66,29;66,8;65,650002;66,32
22/10/2010;66,51;66,55;66,13;66,34
25/10/2010;66,68;66,81;66,16;66,2
26/10/2010;65,96;66,57;65,81;66,53
27/10/2010;65,95;65,989998;65,085;65,67
28/10/2010;66,43;66,7;66,05;66,22
29/10/2010;66,1;66,56;65,99;66,49
01/11/2010;66,72;67,21;66,6299;66,95
02/11/2010;67,32;68,25;67,21;67,84
03/11/2010;68,23;68,27;67,32;67,97
04/11/2010;68,4;69,6009;68,29;69,38
05/11/2010;69,44;70;69,4;70
08/11/2010;69,49;70,42;69,46;70,32
09/11/2010;70,29;71,11;70,1018;70,63
10/11/2010;70,96;71,16;70,150002;71,13
11/11/2010;71;71,9;70,73;71,83
12/11/2010;71,38;71,4;70,43;70,99
15/11/2010;71,01;71,22;70,44;70,48
16/11/2010;69,62;69,82;68,56;68,94
17/11/2010;68,84;69,38;68,56;69,01
18/11/2010;69,65;70,39;69,64;70,31
19/11/2010;70,2;70,59;69,36;70,54
22/11/2010;70,1;70,3;68,790001;70,19
23/11/2010;68,8;69,15;68,32;68,98
24/11/2010;69,25;70;69,19;69,88
26/11/2010;69,3;69,43;68,9;69,27
29/11/2010;68,86;69,64;68,3;69,45
30/11/2010;68,55;69,75;68,32;69,56
01/12/2010;70,38;71,551;70,38;71,33
02/12/2010;71,19;71,658;70,95;71,48
03/12/2010;71,01;71,3;70,89;71,19
06/12/2010;71,2;71,6;71,059998;71,31
07/12/2010;71,91;72,18;71,42;71,46
08/12/2010;71,87;72,22;71,48;71,85
09/12/2010;72,0503;72,14;71,3262;72
10/12/2010;72,18;72,18;71,62;72,18
13/12/2010;72,41;72,75;72,065;72,36
14/12/2010;72,23;72,5;71,93;72,18
15/12/2010;71,87;72,31;71,79;71,85
16/12/2010;71,92;72,33;71,57;72,22
17/12/2010;72,11;72,39;71,78;72,17
20/12/2010;72,24;72,5;71,88;72,22
21/12/2010;72,43;72,97;72,23;72,72
22/12/2010;72,94;73;72,65;72,8
23/12/2010;72,94;73,2;72,83;73,2
27/12/2010;72,81;73,3;72,81;73,01
28/12/2010;73,2;73,56;72,96;73,42
29/12/2010;73,41;73,69;73,34;73,37
30/12/2010;73,29;73,51;73,05;73,36
31/12/2010;73,16;73,51;73,02;73,12
03/01/2011;73,72;74,79;73,64;74,55
04/01/2011;74,71;74,949997;74,42;74,9
05/01/2011;74,67;74,87;74,14;74,7
06/01/2011;74,9;75,43;74,67;75,18
07/01/2011;75,21;75,9;75,09;75,59
10/01/2011;75,13;75,27;74,58;75,13
11/01/2011;75,02;75,86;75,02;75,69
12/01/2011;75,94;76,62;75,67;76,58
13/01/2011;76,65;76,82;75,98;76,71
14/01/2011;76,67;78;76,5;77,84
18/01/2011;77,79;78,85;77,720001;78,71
19/01/2011;78,63;78,93;78,13;78,24
20/01/2011;77,98;78,16;76,77;77,75
21/01/2011;78,21;79,1;78,06;78,98
24/01/2011;78,85;79,18;78,09;78,59
25/01/2011;78,22;78,99;77,93;78,68
26/01/2011;78,71;79,86;78,49;79,66
27/01/2011;79,84;79,980003;79,34;79,88
28/01/2011;79,7791;79,89;78,87;78,99
31/01/2011;79,92;80,82;79,01;80,68
01/02/2011;81,14;83,96;81,04;83,91
02/02/2011;83,59;83,98;83,26;83,41
03/02/2011;83,06;83,55;82,46;83,44
04/02/2011;83,25;83,519997;82,85;83,28
07/02/2011;83,45;84;83,36;83,93
08/02/2011;83,5;83,65;82,64;82,98
09/02/2011;82,44;82,78;81,77;82,55
10/02/2011;81,68;83,31;81,61;83,2
11/02/2011;82,23;83,41;82,23;82,82
14/02/2011;82,07;85,11;81,89;84,91
15/02/2011;84,79;84,89;82,67;82,97
16/02/2011;83,06;83,86;82,86;83,69
17/02/2011;83,97;83,97;83,05;83,88
18/02/2011;83,91;84,5;83,5;84,5
22/02/2011;84,97;86,7;84,73;85,44
23/02/2011;86;88,23;85,47;87,07
24/02/2011;87,2;87,53;85,46;85,97
25/02/2011;85,79;86,24;85,29;85,34
28/02/2011;85,87;86,56;85,49;85,53
01/03/2011;86,41;86,5;84,7;84,8
02/03/2011;84,589996;85,32;83,55;85,08
03/03/2011;85,46;85,95;85,05;85,82
04/03/2011;85,92;86;84,7;85,08
07/03/2011;85,84;86,08;84,69;84,72
08/03/2011;84,6;85,11;83,75;84,6
09/03/2011;84,12;84,55;83,56;84,38
10/03/2011;83,8;83,8;81,2;81,38
11/03/2011;81,02;82,91;80,1;82,12
14/03/2011;81,669998;82,64;81,46;82,38
15/03/2011;80,17;82,09;79,75;81,39
16/03/2011;81,23;81,81;78,8;79,31
17/03/2011;80,38;81,5;80,23;81,16
18/03/2011;81,77;82,33;80,85;80,85
21/03/2011;81,87;83,33;81,86;82,84
22/03/2011;83,1;83,23;82,33;82,56
23/03/2011;82,65;83;82;82,6
24/03/2011;82,78;83,47;82,55;82,73
25/03/2011;82,99;83,93;82,82;83,62
28/03/2011;83,860001;84,01;83,45;83,47
29/03/2011;83,16;83,89;82,610001;83,25
30/03/2011;83,8;84,86;83,51;84,49
31/03/2011;84,82;84,94;84,11;84,13
01/04/2011;84,72;84,84;84,17;84,68
04/04/2011;84,26;84,93;84,07;84,87
05/04/2011;84,68;85,94;84,56;85,42
06/04/2011;85,73;85,885;84,96;85,18
07/04/2011;85,16;85,79;84,91;85,76
08/04/2011;86;86,22;85,36;85,95
11/04/2011;85,95;86,15;84,78;85,16
12/04/2011;84,24;84,25;82,67;83,18
13/04/2011;83,58;83,95;82,56;83,16
14/04/2011;82,38;83,8425;82,38;83,44
15/04/2011;83,8;84,4725;83,36;84,29
18/04/2011;83,11;84;82,44;83,1
19/04/2011;82,97;83,99;82,97;83,8
20/04/2011;85,05;85,68;84,87;85,65
21/04/2011;85,765;86,43;85,56;86,36
25/04/2011;86,29;86,5;85,89;86,22
26/04/2011;86,43;87,48;86,26;87,42
27/04/2011;87,48;87,9;86,29;87,78
28/04/2011;87,03;87,5;86,53;87,34
29/04/2011;87,43;88;87,03;87,98
02/05/2011;88,1;88,13;86,47;86,97
03/05/2011;86,59;86,78;85,04;85,62
04/05/2011;85,19;85,6;83,91;84,81
05/05/2011;83,52;83,99;81,59;82,62
06/05/2011;83,27;84,1;81,85;82,69
09/05/2011;83,01;83,72;82,16;83,18
10/05/2011;83,08;83,76;82,5;83,34
11/05/2011;82,51;82,6892;80,44;81,12
12/05/2011;80,62;81,59;79,42;81,05
13/05/2011;81,29;81,77;80,22;80,87
16/05/2011;80,22;81,27;80,12;80,24
17/05/2011;79,99;80,79;79,6;80,41
18/05/2011;80,88;82,27;80,43;81,74
19/05/2011;82,27;82,58;81,34;82,33
20/05/2011;81,98;82,25;80,9;81,57
23/05/2011;80,22;81,01;80,07;80,67
24/05/2011;81,05;82,120003;80,94;81,29
25/05/2011;80,97;82,53;80,84;81,96
26/05/2011;81,6;82,57;81,19;82,39
27/05/2011;82,74;83,13;82,15;82,63
31/05/2011;83,28;83,75;82,72;83,47
01/06/2011;83,55;83,65;81,76;82,03
02/06/2011;81,77;82,32;80,65;81,33
03/06/2011;80,24;81,79;80,18;81,18
06/06/2011;80,93;81,19;80,08;80,29
07/06/2011;80,61;81,09;79,97;80
08/06/2011;80,61;81,87;80,52;80,76
09/06/2011;81,24;81,68;80,96;81,18
10/06/2011;80,95;80,95;79,72;79,78
13/06/2011;80;80,6;78,84;79,23
14/06/2011;80,05;80,82;79,94;80,38
15/06/2011;79,53;79,89;78,37;78,66
16/06/2011;78,59;79,51;78,33;79,22
17/06/2011;79,85;79,95;78,69;79,02
20/06/2011;78,65;79,95;78,62;79,71
21/06/2011;80,23;81,12;80,01;80,57
22/06/2011;80,16;80,67;79,57;79,82
23/06/2011;78,74;78,75;77,23;78,44
24/06/2011;78,55;78,63;76,78;76,78
27/06/2011;76,88;78,48;76,72;77,92
28/06/2011;78,57;79,66;78,38;79,63
29/06/2011;79,85;80,5;79,22;80,25
30/06/2011;80,39;81,41;80,27;81,38
01/07/2011;81,19;82,09;80,59;82,01
05/07/2011;81,3;82,12;81,258;81,6
06/07/2011;81,4;81,66;80,85;81,57
07/07/2011;82,27;82,6;81,87;82,36
08/07/2011;81,58;82,53;81,465;82,42
11/07/2011;81,3;82,11;81,12;81,9
12/07/2011;81,51;83,01;81,5;81,89
13/07/2011;82,27;83,46;82,08;82,48
14/07/2011;83,05;83,11;82,09;82,24
15/07/2011;82,42;83,09;82,26;83
18/07/2011;82,29;82,85;82,08;82,65
19/07/2011;82,9;83,76;82,8;83,63
20/07/2011;83,84;83,89;83,17;83,3
21/07/2011;83,86;85,24;83,75;85,02
22/07/2011;85,2;85,41;84,54;85,22
25/07/2011;84,2;85,13;84,2;84,57
26/07/2011;84,67;85,1;84,0401;84,37
27/07/2011;83,79;84,25;83,24;83,31
28/07/2011;81,74;82,45;81,15;81,46
29/07/2011;80,79;80,88;79,76;79,79
01/08/2011;80,82;81,18;78,74;79,6
02/08/2011;78,9;79,61;77,82;77,84
03/08/2011;77,94;78,1;76,46;77,72
04/08/2011;76,68;77,13;73,51;73,84
05/08/2011;75,01;75,795;72,07;74,82
08/08/2011;72,74;73,44;69,9;70,19
09/08/2011;70,79;71,87;67,03;71,64
10/08/2011;70,74;70,99;67,46;68,03
11/08/2011;68,81;72,402;68,63;71,58
12/08/2011;72,36;73,1;71,599998;72
15/08/2011;73,04;74,375;72,75;74,29
16/08/2011;73,35;74,34;72,83;73,5
17/08/2011;74,29;74,75;73,5;74,16
18/08/2011;72,41;72,79;70,21;70,94
19/08/2011;70,07;71,98;69,67;69,8
22/08/2011;72,15;72,16;69,58;70,18
23/08/2011;70,6;73,8;70,52;73,66
24/08/2011;72,96;73,86;72,27;73,54
25/08/2011;73,64;73,92;71,27;71,77
26/08/2011;70,88;73;70,21;72,64
29/08/2011;73,33;74,22;72,98;74,12
30/08/2011;73,59;74,4;72,97;73,91
31/08/2011;74,36;74,87;73,34;74,02
01/09/2011;74,150002;74,86;73,45;73,49
02/09/2011;72,11;72,69;71,5;72,14
06/09/2011;70,14;71,32;69,91;71,15
07/09/2011;72,24;73,65;71,75;73,65
08/09/2011;73,39;74,3393;72,54;72,82
09/09/2011;72,17;72,57;70,5925;71,01
12/09/2011;70,34;71,89;69,87;71,84
13/09/2011;71,76;71,98;70,81;71,65
14/09/2011;71,96;73,76;71,16;72,64
15/09/2011;73,43;74,06;72,68;74,01
16/09/2011;74,52;74,75;73,57;74,55
19/09/2011;72,91;74,1;72,5;73,7
20/09/2011;73,87;74,98;73,44;74,01
21/09/2011;73,88;74,29;71,83;71,97
22/09/2011;69,94;70,46;68,17;69,24
23/09/2011;68,46;70,11;67,93;69,31
26/09/2011;70,01;71,89;69,5;71,72
27/09/2011;73,33;74,3401;72,42;72,91
28/09/2011;72,43;74,295;71,86;72,07
29/09/2011;73,12;74,04;72,67;73,88
30/09/2011;72,76;74,59;72,63;72,63
03/10/2011;72,05;73,095;71,15;71,15
04/10/2011;70,25;73,15;69,21;72,83
05/10/2011;72,67;74;72,21;73,95
06/10/2011;73,3;74;72,63;73,89
07/10/2011;74,47;74,52;73,029999;73,56
10/10/2011;74,73;76,29;74,650002;76,28
11/10/2011;75,78;76,67;75,71;76,27
12/10/2011;76,74;77,66;76,31;77,16
13/10/2011;76,22;76,7905;75,84;76,37
14/10/2011;77,1;78,230003;77,07;78,11
17/10/2011;77,87;78,49;77,12;77,47
18/10/2011;77,57;79,51;77,02;78,89
19/10/2011;78,57;79,24;77,92;78,43
20/10/2011;78,32;79,11;77,83;78,71
21/10/2011;79,59;80,16;79,18;80,13
24/10/2011;79,92;80,5;79,55;80,17
25/10/2011;79,83;80,49;79,05;79,44
26/10/2011;80,16;81,27;79,28;81,07
27/10/2011;81,91;82,2;80,69;81,88
28/10/2011;80,99;81,99;80,44;81,48
31/10/2011;80,59;80,64;78;78,09
01/11/2011;75,82;77,11;75,45;75,94
02/11/2011;77,37;77,59;76,5;77,37
03/11/2011;78,19;79;77,44;78,86
04/11/2011;78,07;78,61;77,3754;78,52
07/11/2011;78,82;79,489998;78,12;79,35
08/11/2011;79,25;79,88;78,63;79,76
09/11/2011;77,9;78,919998;77,03;77,39
10/11/2011;78,53;79,02;77,64;78,7
11/11/2011;79,63;79,95;79,34;79,72
14/11/2011;79,53;79,75;78,39;78,96
15/11/2011;78,86;79,85;78,5;79,09
16/11/2011;78,24;79,75;78,06;78,25
17/11/2011;78,12;79,4253;77,1;77,86
18/11/2011;78,220001;78,68;77,11;77,9
21/11/2011;76,53;77,33;76,06;76,91
22/11/2011;76,38;77,1;75,88;76,03
23/11/2011;75,03;75,32;74,53;74,58
25/11/2011;74,51;75,2;73,9;73,9
28/11/2011;75,8401;76,51;75,33;75,84
29/11/2011;76,41;77,5;76,14;76,93
30/11/2011;78,42;80,53;78,37;80,44
01/12/2011;80,2;80,35;79,37;79,79
02/12/2011;80,67;80,74;79,65;79,79
05/12/2011;80,88;81,18;79,8;80,45
06/12/2011;80,63;81,64;80,29;80,82
07/12/2011;80,61;81,86;80,35;81,08
08/12/2011;80,75;80,85;79,55;79,87
09/12/2011;80,63;81,75;80,34;81,34
12/12/2011;80,73;81,089996;79,21;80,05
13/12/2011;80,61;81,81;80,14;80,53
14/12/2011;79,59;80,165;78,66;79,44
15/12/2011;79,93;80,6;79,78;80,03
16/12/2011;80,74;80,910004;79,88;80,16
19/12/2011;80,24;80,46;79,38;79,53
20/12/2011;80,66;82;80,61;82
21/12/2011;82,02;83,34;82;83,12
22/12/2011;83,56;84,83;83,3;84,29
23/12/2011;84,28;85,23;84,209999;85,22
27/12/2011;84,97;85,63;84,95;85,28
28/12/2011;85,15;85,44;84,01;84,18
29/12/2011;84,09;85,33;84,09;85,27
30/12/2011;85,16;85,29;84,57;84,76
03/01/2012;85,97;86,6735;85,9;86
04/01/2012;85,79;86,15;85,1;86,02
05/01/2012;85,64;85,95;84,92;85,76
06/01/2012;85,92;86;85,11;85,12
09/01/2012;85;85,64;84,97;85,5
10/01/2012;86,07;86,21;85,38;85,72
11/01/2012;85,1;85,4;84,47;85,08
12/01/2012;84,39;84,92;83,94;84,74
13/01/2012;84,16;84,92;83,82;84,88
17/01/2012;85,75;86,13;85,4;85,69
18/01/2012;85,3;86,5;84,96;86,45
19/01/2012;86,34;87,239998;85,77;87,03
20/01/2012;87,080002;87,49;86,72;87,49
23/01/2012;87,5;87,94;87,03;87,47
24/01/2012;87,08;87,225;86,66;87,18
25/01/2012;86,77;87,38;85,81;87,22
26/01/2012;87,64;87,709999;86,51;86,77
27/01/2012;86,24;86,505;85,77;85,83
30/01/2012;85,27;85,5;84,59;85,49
31/01/2012;84,92;85,34;83,46;83,74
01/02/2012;84,23;84,56;83,3775;83,97
02/02/2012;84,28;84,34;83,19;83,53
03/02/2012;84,24;85;84,05;84,92
06/02/2012;84,87;85,85;84,49;85,75
07/02/2012;85,22;86,44;84,94;86,34
08/02/2012;85,83;86,22;84,73;85,32
09/02/2012;85,33;85,69;84,67;84,88
10/02/2012;84,02;84,1;83,35;83,8
13/02/2012;84,34;84,595;83,889999;84,42
14/02/2012;84,42;84,71;83,85;84,67
15/02/2012;84,86;84,92;83,91;84,12
16/02/2012;84,45;85,62;84,08;85,41
17/02/2012;86,07;86,12;84,92;85,62
21/02/2012;86,04;86,78;86,04;86,57
22/02/2012;86,84;87,25;86,65;86,92
23/02/2012;86,58;87,17;86,47;87,02
24/02/2012;87,37;87,47;87,01;87,34
27/02/2012;87,15;87,83;86,78;87,23
28/02/2012;87,23;87,44;86,55;87,14
29/02/2012;87,45;87,49;86,21;86,5
01/03/2012;86,47;87,175;86,41;86,83
02/03/2012;86,66;86,75;85,85;86,33
05/03/2012;86,169998;87,09;85,91;87,01
